site_id,file,line,component,task,wave,target,status,behavior_record,evidence,kind,owner,fingerprint
INP-054,src/features/account/DestinationDetailScreen.tsx,281,Input,05,"Account, household, Plan and remaining forms",Input filled for ordinary entry; classify structured/inline exceptions before edit,implemented-awaiting-native,"Optional repository URL; controlled cursorDraft, no capitalization; Save trims blank to null; explicit persistence and host unchanged.",Scoped local gate passes: 9 suites / 98 tests plus app types and architecture in kwilt-forms-input-local.log; native acceptance remains open.,shared-input,DestinationDetailScreen,9f6f3fea73443347f0be7f04
INP-055,src/features/account/DestinationDetailScreen.tsx,288,Input,05,"Account, household, Plan and remaining forms",Input filled for ordinary entry; classify structured/inline exceptions before edit,implemented-awaiting-native,"Branch policy; controlled cursorDraft, no capitalization; Save trims and defaults blank to feature_branch; explicit persistence unchanged.",Scoped local gate passes: 9 suites / 98 tests plus app types and architecture in kwilt-forms-input-local.log; native acceptance remains open.,shared-input,DestinationDetailScreen,c3bdc9361f9b5adfdf58b3e4
INP-056,src/features/account/DestinationsLibraryScreen.tsx,86,SearchField,05,"Account, household, Plan and remaining forms",SearchField composition; preserve query and clear semantics,implemented-awaiting-native,Destination library query; SearchField retains local case-insensitive built-in and curated filters; clear empties/refocuses without install or navigation; existing keyboard-aware screen retained.,"Scoped gate passes: 8 suites / 53 tests, app/test types and architecture in kwilt-input-adapters-local.log; native acceptance open.",shared-input,DestinationsLibraryScreen,55fb9cee3cc7f1278ae1343e
INP-057,src/features/account/EmailPasswordSignInForm.tsx,73,Input,05,"Account, household, Plan and remaining forms",Input filled for ordinary entry; classify structured/inline exceptions before edit,implemented-awaiting-native,Sign-in email; local email draft with email keyboard/autofill and no autocorrect/capitalization; explicit submit validates nonempty trimmed email; backend receives existing values; busy lock and email retention on error unchanged.,Task05 source opt-in; 5 focused suites / 58 tests pass in kwilt-account-input-focused.log; native and broader accessibility acceptance remain open.,shared-input,EmailPasswordSignInForm,84ae68cd79764e0c41859e70
INP-058,src/features/account/EmailPasswordSignInForm.tsx,87,Input,05,"Account, household, Plan and remaining forms",Input filled for ordinary entry; classify structured/inline exceptions before edit,implemented-awaiting-native,Sign-in password; secure local draft and password autofill; Done invokes existing submit; busy lock retained; failed sign-in clears password and preserves email; existing form host retained.,Task05 source opt-in; 5 focused suites / 58 tests pass in kwilt-account-input-focused.log; native and broader accessibility acceptance remain open.,shared-input,EmailPasswordSignInForm,5322ca41653f4ee6744b9e39
INP-059,src/features/account/ExecutionTargetsSettingsScreen.tsx,370,SearchField,05,"Account, household, Plan and remaining forms",SearchField composition; preserve query and clear semantics,implemented-awaiting-native,"Inline destination library query; local controlled filter over name, description and kind; clear empties query once and refocuses; no installation or navigation on query or clear; existing keyboard-aware screen host retained.",Task05 source opt-in; 5 focused suites / 58 tests pass in kwilt-account-input-focused.log; native and broader accessibility acceptance remain open.,shared-input,ExecutionTargetsSettingsScreen,82f083b5de95edf6dffd7fbc
INP-060,src/features/account/ExecutionTargetsSettingsScreen.tsx,408,SearchField,05,"Account, household, Plan and remaining forms",SearchField composition; preserve query and clear semantics,implemented-awaiting-native,Drawer destination library query; same controlled filter and clear contract as inline branch; clear preserves open drawer and never installs a destination; existing BottomDrawer scroll host retained.,Task05 source opt-in; 5 focused suites / 58 tests pass in kwilt-account-input-focused.log; native and broader accessibility acceptance remain open.,shared-input,ExecutionTargetsSettingsScreen,82f083b5de95edf6dffd7fbc
INP-061,src/features/account/NotificationsSettingsScreen.tsx,761,SmallSetPickerField,05,"Account, household, Plan and remaining forms",Owned picker trigger using shared input material,implemented-awaiting-native,Prompt frequency choice; existing custom SettingsRow trigger remains a grouped row; no deselect; selected cadence persists through existing immediate handler; no additional input surface introduced.,Task05 source opt-in; 5 focused suites / 58 tests pass in kwilt-account-input-focused.log; native and broader accessibility acceptance remain open.,shared-input,NotificationsSettingsScreen,07f81dbf2b9703bc4691aa37
INP-062,src/features/account/NotificationsSettingsScreen.tsx,782,SmallSetPickerField,05,"Account, household, Plan and remaining forms",Owned picker trigger using shared input material,implemented-awaiting-native,Weekly check-in day choice; existing custom SettingsRow trigger remains a grouped row; no deselect; numeric day passes to existing immediate persistence handler; no additional input surface introduced.,Task05 source opt-in; 5 focused suites / 58 tests pass in kwilt-account-input-focused.log; native and broader accessibility acceptance remain open.,shared-input,NotificationsSettingsScreen,467c60a56170e77798f7c360
INP-063,src/features/account/PhoneAgentSettingsScreen.tsx,224,Input,05,"Account, household, Plan and remaining forms",Input filled for ordinary entry; classify structured/inline exceptions before edit,implemented-awaiting-native,"Phone verification number; controlled draft and phone-pad retained; existing explicit request-code action, permissions and backend flow unchanged; no save on text entry.",Task05 source opt-in; 5 focused suites / 58 tests pass in kwilt-account-input-focused.log; native and broader accessibility acceptance remain open.,shared-input,PhoneAgentSettingsScreen,5a53eb26b06daba7fadb8ce9
INP-064,src/features/account/PhoneAgentSettingsScreen.tsx,252,Input,05,"Account, household, Plan and remaining forms",Input filled for ordinary entry; classify structured/inline exceptions before edit,implemented-awaiting-native,"Verification code; controlled number-pad draft; explicit Verify retained, success clears code and reloads status; no automatic verification introduced.",Task05 source opt-in; 5 focused suites / 58 tests pass in kwilt-account-input-focused.log; native and broader accessibility acceptance remain open.,shared-input,PhoneAgentSettingsScreen,e47afcedeaf0850d96278626
INP-065,src/features/account/PhoneAgentSettingsScreen.tsx,297,Input,05,"Account, household, Plan and remaining forms",Input filled for ordinary entry; classify structured/inline exceptions before edit,implemented-awaiting-native,Prompts per day; controlled numeric draft; existing finite Number parsing and fallback retained; explicit Save owns persistence; keyboard and host unchanged.,Task05 source opt-in; 5 focused suites / 58 tests pass in kwilt-account-input-focused.log; native and broader accessibility acceptance remain open.,shared-input,PhoneAgentSettingsScreen,1b8e72fc77acf7c742d028c7
INP-066,src/features/account/ProfileSettingsScreen.tsx,226,Input,05,"Account, household, Plan and remaining forms",Input filled for ordinary entry; classify structured/inline exceptions before edit,implemented-awaiting-native,"Full name; local draft, blur trims empty to undefined and skips unchanged values; updateProfile uses existing expectedUpdatedAt guard; keyboard-aware settings host retained.","Source/related tests pass; actual iOS account form observed at three larger-text steps, first-tap email focus and direct name/email field switch with fields/carets above keyboard. Contrast toggled and restored; original text size/values restored without edits. See native-account-* captures. Long/empty editing, persistence and broader assistive/platform acceptance remain open.",shared-input,ProfileSettingsScreen,e4bf53e5caac8c25916a0f85
INP-067,src/features/account/ProfileSettingsScreen.tsx,234,Input,05,"Account, household, Plan and remaining forms",Input filled for ordinary entry; classify structured/inline exceptions before edit,implemented-awaiting-native,"Birthday; formatted MM-DD-YYYY read value, no free-text mutation or soft keyboard; focus opens existing date picker, which commits local YYYY-MM-DD; picker behavior unchanged.","Source/related tests pass; birthday placeholder/label remain contained at three larger-text steps in actual iOS account form. Date picker not opened; date mutation, assistive and broader runtime acceptance remain open.",shared-input,ProfileSettingsScreen,c14e12df368cf6008cc95f1f
INP-068,src/features/account/ProfileSettingsScreen.tsx,242,Input,05,"Account, household, Plan and remaining forms",Input filled for ordinary entry; classify structured/inline exceptions before edit,implemented-awaiting-native,"Profile email; local draft, blur trims empty to undefined and skips unchanged values; updateProfile uses existing expectedUpdatedAt guard; existing email keyboard and host retained.","Source/related tests pass; actual iOS account form observed at three larger-text steps, first-tap email focus and direct name/email field switch with fields/carets above keyboard. Contrast toggled and restored; original text size/values restored without edits. See native-account-* captures. Long/empty editing, persistence and broader assistive/platform acceptance remain open.",shared-input,ProfileSettingsScreen,3302d6f58bd0d9d9067c01fe
INP-069,src/features/account/SuperAdminToolsScreen.tsx,522,Input,05,"Account, household, Plan and remaining forms",Input filled for ordinary entry; classify structured/inline exceptions before edit,implemented-awaiting-native,Admin detail display; read-only unified Input with existing label/value/helper/trailing badge and optional capped multiline44-140. Only style override caller hides empty status textbox for adjacent tier badge; privacy/access guards unchanged.,Scoped gate passes: 7 related tests plus app/test types and architecture in kwilt-input-specialized-local.log; native acceptance remains open.,shared-input,renderDetailField,bd8161d7755a7d1c0cacdf31
INP-070,src/features/account/SuperAdminToolsScreen.tsx,863,SearchField,05,"Account, household, Plan and remaining forms",Input filled for ordinary entry; classify structured/inline exceptions before edit,implemented-awaiting-native,Admin directory search; local trimmed case-insensitive title/secondary filter and existing last-seen ordering; shared clear empties/refocuses without fetching privileged detail or mutation; Done keyboard and route guards retained.,Scoped gate passes: 7 related tests plus app/test types and architecture in kwilt-input-specialized-local.log; native acceptance remains open.,shared-input,SuperAdminToolsScreen,730cd546369ed5a8c2c65c45
INP-071,src/features/activities/ActivitiesScreen.tsx,3824,Input,08,"Inline editing, rich notes and capture",Input filled for ordinary entry; classify structured/inline exceptions before edit,implemented-awaiting-native,"View name; unified filled field retains controlled viewEditorName, explicit view save trims and uses Untitled view fallback; layout/filter/group configuration and drawer host unchanged.","Scoped local automation passed29.97s: app types, architecture, code health, whitespace,6 Jest suites34 tests and script tests; /tmp/kwilt-rich-creation-local.log. Native acceptance remains open.",shared-input,ActivitiesScreen,5c5c26e1ec7d1bb2a2e9afeb
INP-072,src/features/activities/ActivitiesScreen.tsx,3832,FormField,08,"Inline editing, rich notes and capture",Keep field anatomy; avoid duplicate text labels,implemented-awaiting-native,"Layout segmented choice; existing canonical FormField supplies label/control semantics, no textbox material. Local viewEditorLayout and outer Save remain; retain segmented presentation.",Canonical caller audit: current source and zero AST violations verified; shared EditableField/FormField2 suites5 tests passed /tmp/kwilt-adapter-callers-focused.log. Native caller acceptance remains open.,shared-input,ActivitiesScreen,b1ee58043835defa3495e2dc
INP-073,src/features/activities/ActivitiesScreen.tsx,3845,FormField,08,"Inline editing, rich notes and capture",Keep field anatomy; avoid duplicate text labels,implemented-awaiting-native,Kanban grouping segmented choice; existing canonical FormField supplies label/control semantics when kanban selected. Local viewEditorKanbanGroupBy and outer Save remain; retain segmented presentation.,Canonical caller audit: current source and zero AST violations verified; shared EditableField/FormField2 suites5 tests passed /tmp/kwilt-adapter-callers-focused.log. Native caller acceptance remains open.,shared-input,ActivitiesScreen,4bddeef4a391b33a82b492b2
INP-074,src/features/activities/ActivityDetailRefresh.tsx,835,NarrativeEditableTitle,08,"Inline editing, rich notes and capture",Existing inline adapter with plain material; preserve completion,implemented-awaiting-native,Retained shared editorial To-do title caller: titleLg/bold/textPrimary display/input styles and width-only container. Changed/nonempty trim updates activity timestamp; editing state/ref preserved. No field fill/border/shadow. Shared native renderer resolution remains INP-174; native caret proof stays open.,"Editorial caller/source audit complete; shared title5 behavior tests and scoped gate25.03s pass (app/test types,architecture,code health,whitespace): /tmp/kwilt-title-audit-local.log. Internal native title resolution INP-174 and native acceptance remain open.",shared-input,ActivityDetailRefresh,02509719a877e64fc48e62e1
INP-075,src/features/activities/ActivityDetailRefresh.tsx,878,RelationPickerField,08,"Inline editing, rich notes and capture",Owned picker trigger using shared input material,implemented-awaiting-native,"Linked Goal custom row; unified relation search behind existing primary Open goal, separate clear and picker actions. Row is navigation/relationship composition rather than boxed input; timestamped goal link updates unchanged.","Scoped local automation40.71s: app/test types, architecture, code health, whitespace,11 suites86 tests; /tmp/kwilt-step-inputs-local.log. Native step expansion, keyboard and custom-row acceptance remains open.",shared-input,ActivityDetailRefresh,05a03e77274df5a10ae2ae1d
INP-076,src/features/activities/ActivityDetailRefresh.tsx,1159,Input,08,"Inline editing, rich notes and capture",Input inline; preserve content sizing and commit policy,implemented-awaiting-native,"Existing Activity step; plain unified body editor with accessible name retains local completion strike-through and existing step-id callback, focus/blur host callbacks, expanding multiline with no nested scroll, Done and existing viewport clamp.","Scoped local automation40.71s: app/test types, architecture, code health, whitespace,11 suites86 tests; /tmp/kwilt-step-inputs-local.log. Native step expansion, keyboard and custom-row acceptance remains open.",shared-input,ActivityDetailRefresh,e5920e17a1c2ba794f60b2af
INP-077,src/features/activities/ActivityDetailRefresh.tsx,1200,Input,08,"Inline editing, rich notes and capture",Input inline; preserve content sizing and commit policy,implemented-awaiting-native,"New Activity step; plain unified body editor with accessible name retains ref/testID, expanding multiline, Done continue and blur exit commits plus focus hosting. Redundant local typography/padding removed.","Scoped local automation40.71s: app/test types, architecture, code health, whitespace,11 suites86 tests; /tmp/kwilt-step-inputs-local.log. Native step expansion, keyboard and custom-row acceptance remains open.",shared-input,ActivityDetailRefresh,315be66a184dae8859761d96
INP-078,src/features/activities/ActivityDetailRefresh.tsx,1474,LongTextField,08,"Inline editing, rich notes and capture",Shared preview material; preserve rich editor and persistence,implemented-awaiting-native,"Activity notes preview; unified filled treatment, hidden visual label with existing editor name. Existing900ms autosave preserves nonempty rich value, maps empty to undefined, skips unchanged content and updates timestamp. Rich editor and title/keyboard source unchanged.","Scoped local automation passed29.97s: app types, architecture, code health, whitespace,6 Jest suites34 tests and script tests; /tmp/kwilt-rich-creation-local.log. Native acceptance remains open.",shared-input,ActivityDetailRefresh,94ea4923599b2c2e6e9039c7
INP-079,src/features/activities/ActivityDetailRefresh.tsx,1520,EnumPickerField,08,"Inline editing, rich notes and capture",Owned picker trigger using shared input material,implemented-awaiting-native,"Difficulty custom row; explicit unified enum ownership retains ThreeColumnRow presentation, controlled open state, optional clear and timestamped difficulty update. No restyling of row selection semantics.","Scoped local automation40.71s: app/test types, architecture, code health, whitespace,11 suites86 tests; /tmp/kwilt-step-inputs-local.log. Native step expansion, keyboard and custom-row acceptance remains open.",shared-input,ActivityDetailRefresh,27b7e2417d33aa2dba543b2d
INP-080,src/features/activities/ActivityDetailRefresh.tsx,1577,TagEntryField,08,"Inline editing, rich notes and capture",Input filled for ordinary entry; classify structured/inline exceptions before edit,implemented-awaiting-native,"Owned TagEntryField chips/filled frame and plain Input; accessible Add tags and chip removal. Existing draft value, comma parsing, Done/blur commits and native callbacks preserved exactly; detail ref/testID, keyboard focus/reveal, suggestion guard, Backspace and external AI-autofill/clearance retained. Draft empty-space press now focuses input.","TagEntryField2 behavior tests and exact native-callback comparison pass; final scoped gate83.98s app/test types, architecture, code health,92 suites607 tests and script tests /tmp/kwilt-tags-final-local.log. Storybook specimen added; visual/native acceptance open. Storybook393/320 chip containment,44-point targets and14-point close icons verified by red/green rendered check; add/remove specimen interaction verified. Final scoped gate69.83s95 suites620 tests. Native acceptance remains open.",shared-input,ActivityDetailRefresh,2fdfdfb71da2778a2b45f5b5
INP-081,src/features/activities/ActivityDetailRefresh.tsx,1870,EnumPickerField,08,"Inline editing, rich notes and capture",Owned picker trigger using shared input material,implemented-awaiting-native,Activity priority status; required selection retains active fallback and parent setActivityPriorityState callback; compact filled trigger.,"Scoped local automation passed36.41s: app/test types, architecture, code health, whitespace,2 Jest suites10 tests; /tmp/kwilt-pickers-local.log. Direct input policy passed337 sites. Native selection/clear/accessibility acceptance open.",shared-input,ActivityDetailRefresh,e54328d3b7f075a7e50529ae
INP-082,src/features/activities/ActivityDetailRefresh.tsx,1891,SmallSetPickerField,08,"Inline editing, rich notes and capture",Owned picker trigger using shared input material,implemented-awaiting-native,Activity area; required option list retains explicit No area sentinel normalized to null and timestamped update; compact filled trigger.,"Scoped local automation passed36.41s: app/test types, architecture, code health, whitespace,2 Jest suites10 tests; /tmp/kwilt-pickers-local.log. Direct input policy passed337 sites. Native selection/clear/accessibility acceptance open.",shared-input,ActivityDetailRefresh,c8dab314328eaded9a26e1b6
INP-083,src/features/activities/ActivityDetailRefresh.tsx,1915,EnumPickerField,08,"Inline editing, rich notes and capture",Owned picker trigger using shared input material,implemented-awaiting-native,Activity type; required selection retains task fallback and timestamped update; compact filled trigger.,"Scoped local automation passed36.41s: app/test types, architecture, code health, whitespace,2 Jest suites10 tests; /tmp/kwilt-pickers-local.log. Direct input policy passed337 sites. Native selection/clear/accessibility acceptance open.",shared-input,ActivityDetailRefresh,4c7e70370b486dbc2498c220
INP-084,src/features/activities/ActivityDraftDetailFields.tsx,271,TitleInput,08,"Inline editing, rich notes and capture",Owned TitleInput editorial adapter; uncapped native heading entry,implemented-awaiting-native,"Controlled draft title, stable accessible name To-do title, parent onChange, Done and blur unchanged; no commit-on-blur introduced.",TitleInput/NarrativeEditableTitle: six focused tests pass. Native tall-title/caret acceptance pending.,shared-input,ActivityDraftDetailFields,322498cce26149635fe735fd
INP-085,src/features/activities/ActivityDraftDetailFields.tsx,330,Input,08,"Inline editing, rich notes and capture",Input inline; preserve content sizing and commit policy,implemented-awaiting-native,"Draft Activity step; plain unified named body editor retains step-id local array mapping, expanding multiline/no nested scroll and Done blur. Outer activity creation owns persistence.","Scoped local automation40.71s: app/test types, architecture, code health, whitespace,11 suites86 tests; /tmp/kwilt-step-inputs-local.log. Native step expansion, keyboard and custom-row acceptance remains open.",shared-input,ActivityDraftDetailFields,a5fb8cd77a29317e7c5ff307
INP-086,src/features/activities/ActivityDraftDetailFields.tsx,372,Input,08,"Inline editing, rich notes and capture",Input inline; preserve content sizing and commit policy,implemented-awaiting-native,"New draft step; plain unified named body editor retains single-line behavior, blurOnSubmit false, ref, Done continue and blur exit callbacks. Existing outer draft ownership unchanged.","Scoped local automation40.71s: app/test types, architecture, code health, whitespace,11 suites86 tests; /tmp/kwilt-step-inputs-local.log. Native step expansion, keyboard and custom-row acceptance remains open.",shared-input,ActivityDraftDetailFields,af1fa175b47c18832461d0a7
INP-087,src/features/activities/ActivityDraftDetailFields.tsx,505,EnumPickerField,08,"Inline editing, rich notes and capture",Owned picker trigger using shared input material,implemented-awaiting-native,Draft difficulty; optional clear normalizes to undefined in local draft; fixed choices and compact filled trigger.,"Scoped local automation passed36.41s: app/test types, architecture, code health, whitespace,2 Jest suites10 tests; /tmp/kwilt-pickers-local.log. Direct input policy passed337 sites. Native selection/clear/accessibility acceptance open.",shared-input,ActivityDraftDetailFields,76f2b2b7a0a8db1bfbd08582
INP-088,src/features/activities/ActivityDraftDetailFields.tsx,527,LongTextField,08,"Inline editing, rich notes and capture",Shared preview material; preserve rich editor and persistence,implemented-awaiting-native,Activity draft notes; unified filled preview with existing zero-debounce local draft callback. Outer create/save owns persistence; no additional write or editor behavior introduced.,"Scoped local automation passed29.97s: app types, architecture, code health, whitespace,6 Jest suites34 tests and script tests; /tmp/kwilt-rich-creation-local.log. Native unsaved draft bold/Done/reopen rendering observed on iPhone17Pro/iOS26.5; no create or persisted reopen. Remaining rich actions, assistive and platform acceptance remain open.",shared-input,ActivityDraftDetailFields,c99cfbe5e83a736d5b5eeec3
INP-089,src/features/activities/ActivityDraftDetailFields.tsx,541,TagEntryField,08,"Inline editing, rich notes and capture",Input filled for ordinary entry; classify structured/inline exceptions before edit,implemented-awaiting-native,"Owned TagEntryField chips/filled frame and plain Input; accessible Add tags and chip removal. Existing draft value, comma parsing, Done/blur commits and native callbacks preserved exactly; detail ref/testID, keyboard focus/reveal, suggestion guard, Backspace and external AI-autofill/clearance retained. Draft empty-space press now focuses input.","TagEntryField2 behavior tests and exact native-callback comparison pass; final scoped gate83.98s app/test types, architecture, code health,92 suites607 tests and script tests /tmp/kwilt-tags-final-local.log. Storybook specimen added; visual/native acceptance open. Storybook393/320 chip containment,44-point targets and14-point close icons verified by red/green rendered check; add/remove specimen interaction verified. Final scoped gate69.83s95 suites620 tests. Native acceptance remains open.",shared-input,ActivityDraftDetailFields,eaaa87a80557906ff18b1f66
INP-090,src/features/activities/ActivityDraftDetailFields.tsx,572,SmallSetPickerField,08,"Inline editing, rich notes and capture",Owned picker trigger using shared input material,implemented-awaiting-native,Draft area; No area sentinel normalizes to null in local draft; required option list and compact filled trigger.,"Scoped local automation passed36.41s: app/test types, architecture, code health, whitespace,2 Jest suites10 tests; /tmp/kwilt-pickers-local.log. Direct input policy passed337 sites. Native selection/clear/accessibility acceptance open.",shared-input,ActivityDraftDetailFields,2b29268ef81740d6bad1ee32
INP-091,src/features/activities/ActivityDraftDetailFields.tsx,612,EnumPickerField,08,"Inline editing, rich notes and capture",Owned picker trigger using shared input material,implemented-awaiting-native,Draft type; required selection retains task fallback in local draft; compact filled trigger.,"Scoped local automation passed36.41s: app/test types, architecture, code health, whitespace,2 Jest suites10 tests; /tmp/kwilt-pickers-local.log. Direct input policy passed337 sites. Native selection/clear/accessibility acceptance open.",shared-input,ActivityDraftDetailFields,436183b81f097fde3000dbe5
INP-092,src/features/activities/ActivityLocationSheet.tsx,269,Combobox,08,"Inline editing, rich notes and capture",Owned picker trigger using shared input material,implemented-awaiting-native,"Location search Combobox retains controlled query/open, external search, disabled searching option, current-location/result selection and map preview, platform drawer/popover, portal, radius and outer Save/Cancel. Custom material trigger replaced with canonical PickerFieldTrigger.","Clear-label regression failed then passed; scoped gate85.92s app/test types, architecture, code health,95 suites620 tests /tmp/kwilt-location-trigger-local.log. Native location/map keyboard acceptance open.",shared-input,ActivityLocationSheet,4daad3f5f552517fd7ff8e9d
INP-093,src/features/activities/ActivityPeekFields.tsx,19,LongTextField,08,"Inline editing, rich notes and capture",Shared preview material; preserve rich editor and persistence,implemented-awaiting-native,Activity peek notes; disabled unified filled preview retains read-only value and no-op onChange. No editor can be opened from this surface; native contrast/readability acceptance remains open.,"Scoped local automation passed29.97s: app types, architecture, code health, whitespace,6 Jest suites34 tests and script tests; /tmp/kwilt-rich-creation-local.log. Native acceptance remains open.",shared-input,ActivityPeekNotes,cbd54df6ad5528084e38a953
INP-094,src/features/activities/InlineViewCreator.tsx,162,Input,08,"Inline editing, rich notes and capture",Input filled for ordinary entry; classify structured/inline exceptions before edit,implemented-awaiting-native,"Inline AI view description; named shared Input owns sparkles and create/loading slot, replaces custom bordered wrapper. Existing ref/autofocus, single-line Go, trimmed explicit create callback and busy edit lock retained; blank text does not create.","Scoped local automation passed38.01s: app/test types, architecture, code health, whitespace,4 suites19 tests; /tmp/kwilt-chapter-view-local.log. Native acceptance remains open.",shared-input,InlineViewCreator,e538c10c13e4ab14a7d96a9b
INP-095,src/features/activities/QuickAddDock.tsx,452,Input,08,"Inline editing, rich notes and capture","Per-site form/inline/composer classification; shared material, existing persistence",implemented-awaiting-native,"Shared QuickAdd editor uses unified plain Input within the established single white drawer surface. Checkbox/action row, measured22-96 growth, scroll threshold, focus guard and Done submit/empty collapse remain. Exact15pt semibold22-line-height role retained. Ref and native callbacks unchanged; outer UnderKeyboardDrawer remains sole keyboard owner.","QuickAdd focused41 tests and scanner/policy21 tests pass. Scoped gate31.73s,9 suites137 tests,app/test types,architecture,code health,whitespace and script tests: /tmp/kwilt-quick-add-local.log. Native caret/first-tap create and capability acceptance remain open.",shared-input,QuickAddDock,17661f8d329b6e96ff24f455
INP-096,src/features/activities/TagGroupsDrawer.tsx,53,SearchField,08,"Inline editing, rich notes and capture",SearchField composition; preserve query and clear semantics,implemented-awaiting-native,Tag search; owned SearchField filters local query and owns clear/refocus. Closing resets query; applying/clearing active tag remains separate row actions.,"Scoped local automation passed35.89s: app/test types, architecture, code health, whitespace,2 suites2 tests; /tmp/kwilt-checkin-local.log. Check-in explicit-Send behavior tested. Native acceptance open.",shared-input,TagGroupsDrawer,0e8139de364bdfee8618ec90
INP-097,src/features/ai/AiChatScreen.tsx,1386,Input,08,"Inline editing, rich notes and capture",Input inline; preserve content sizing and commit policy,implemented-awaiting-native,"AI Goal proposal title explicitly unified inline; existing titleMd semantic role retained, accessible name added, controlled title and measured single-line/wrapped behavior unchanged. Removed field-specific padding/elevation. Proposal confirmation stays external.","Final scoped gate passed69.83s,95 suites620 tests plus app/test types,architecture,code health,whitespace; /tmp/kwilt-ai-tags-final-local.log. Exact semantic typography exceptions reviewed; native proposal editing remains open.",shared-input,renderGoalProposalCard,7db24ff22eb1531a8fcafce9
INP-098,src/features/ai/AiChatScreen.tsx,1404,Input,08,"Inline editing, rich notes and capture",Input inline; preserve content sizing and commit policy,implemented-awaiting-native,"AI Goal proposal description explicitly unified plain small Input; shared bodySm material/metrics replace redundant overrides. Named field retains local draft, three-line minimum and220 maximum, explicit proposal confirmation.","Final scoped gate passed69.83s,95 suites620 tests plus app/test types,architecture,code health,whitespace; /tmp/kwilt-ai-tags-final-local.log. Exact semantic typography exceptions reviewed; native proposal editing remains open.",shared-input,renderGoalProposalCard,dd061f1388d8b6e7215d4647
INP-099,src/features/ai/AiChatScreen.tsx,1421,PickerFieldTrigger,08,"Inline editing, rich notes and capture","Per-site form/inline/composer classification; shared material, existing persistence",implemented-awaiting-native,"AI proposed Goal target date; owned compact picker trigger displays existing date label, calendar icon, disabled inactive state and selected-value accessibility. Existing toggle opens native date picker; no date parsing/save change and no clear action. Removes custom read-only opacity/material override.","Scanner regression red/green; final scoped gate52.52s app/test types, architecture, code health,related Jest and script tests /tmp/kwilt-internal-adapters-final-local.log. Native acceptance open; compatibility defaults unchanged.",shared-input,renderGoalProposalCard,3a22ca5a99de34f79c866cf2
INP-100,src/features/ai/AiChatScreen.tsx,1457,RelationPickerField,08,"Inline editing, rich notes and capture",Owned picker trigger using shared input material,implemented-awaiting-native,AI Goal proposal linked Arc; optional relation selection updates local selectedGoalArcId only; existing explicit proposal confirmation owns creation. Unified trigger and owned relation search.,"Scoped local automation passed36.41s: app/test types, architecture, code health, whitespace,2 Jest suites10 tests; /tmp/kwilt-pickers-local.log. Direct input policy passed337 sites. Native selection/clear/accessibility acceptance open.",shared-input,renderGoalProposalCard,957740270cb8400bb85f52ac
INP-101,src/features/ai/AiChatScreen.tsx,3041,Input,08,"Inline editing, rich notes and capture","Per-site form/inline/composer classification; shared material, existing persistence",implemented-awaiting-native,"Suggested activity title uses shared plain small Input with only existing15pt semibold semantic title typography retained. Native ref, single-line Done/blur exit, per-suggestion draft edits and explicit selection/create actions unchanged.","Final scoped gate passed69.83s,95 suites620 tests plus app/test types,architecture,code health,whitespace; /tmp/kwilt-ai-tags-final-local.log. Exact semantic typography exceptions reviewed; native proposal editing remains open.",shared-input,AiChatPane,0249f9a07db52b786053d9b5
INP-102,src/features/ai/AiChatScreen.tsx,3319,Input,08,"Inline editing, rich notes and capture","Per-site form/inline/composer classification; shared material, existing persistence",implemented-awaiting-native,AI proposed Arc name; named canonical filled Input retains controlled arcDraftName and explicit Adopt Arc trim/fallback confirmation. No adoption or save on text change.,"Scoped local gate28.14s app types, architecture, code health, whitespace and1 related navigation suite3 tests; /tmp/kwilt-ai-proposal-local.log. Proposal callbacks source-reviewed; no native or proposal-interaction proof claimed.",shared-input,AiChatPane,b406abced4085750734abf4d
INP-103,src/features/ai/AiChatScreen.tsx,3325,Input,08,"Inline editing, rich notes and capture","Per-site form/inline/composer classification; shared material, existing persistence",implemented-awaiting-native,AI proposed Arc narrative; named canonical multiline field retains local arcDraftNarrative and explicit Adopt Arc flow; existing three-line minimum with180 maximum. Not-now/reset and proposal fallback unchanged.,"Scoped local gate28.14s app types, architecture, code health, whitespace and1 related navigation suite3 tests; /tmp/kwilt-ai-proposal-local.log. Proposal callbacks source-reviewed; no native or proposal-interaction proof claimed.",shared-input,AiChatPane,e3d1a0ad9d9cf2dbbe110c0f
INP-104,src/features/ai/AiChatScreen.tsx,3424,Input,08,"Inline editing, rich notes and capture","Per-site form/inline/composer classification; shared material, existing persistence",implemented-awaiting-native,"AI Arc feedback note; canonical labeled multiline field owns label/material, existing three-line minimum with180 maximum. Local feedbackReasons/note and explicit Save feedback trim-to-undefined payload retained; Cancel resets without submission.","Scoped local gate28.14s app types, architecture, code health, whitespace and1 related navigation suite3 tests; /tmp/kwilt-ai-proposal-local.log. Proposal callbacks source-reviewed; no native or proposal-interaction proof claimed.",shared-input,AiChatPane,a1077371eb535f7d9fb611da
